index,loc,crime,salary
4393,4393,7,80
4394,4394,1,30
4395,4395,7,40
4396,4396,3,60
4397,4397,10,80
4398,4398,1,50
4399,4399,4,40
4400,4400,10,80
4401,4401,8,90
4402,4402,3,50
4403,4403,8,50
4404,4404,3,90
4405,4405,5,70
4406,4406,10,40
4407,4407,5,60
4408,4408,6,50
4409,4409,1,40
4410,4410,3,20
4411,4411,5,80
4412,4412,3,80
4413,4413,6,80
4414,4414,4,20
4415,4415,6,30
4416,4416,7,40
4417,4417,2,80
4418,4418,10,60
4419,4419,10,80
4420,4420,2,60
4421,4421,9,80
4422,4422,2,30
4423,4423,9,50
4424,4424,4,30
4425,4425,5,80
4426,4426,7,60
4427,4427,5,80
4428,4428,8,90
4429,4429,9,40
4430,4430,6,50
4431,4431,6,50
4432,4432,9,50
4433,4433,8,90
4434,4434,2,70
4435,4435,2,60
4436,4436,8,90
4437,4437,2,70
4438,4438,4,50
4439,4439,4,20
4440,4440,3,60
4441,4441,1,70
4442,4442,10,80
4443,4443,7,60
4444,4444,4,40
4445,4445,3,70
4446,4446,2,70
4447,4447,5,70
4448,4448,5,80
4449,4449,5,90
4450,4450,5,50
4451,4451,10,80
4452,4452,5,30
4453,4453,9,20
4454,4454,9,50
4455,4455,5,80
4456,4456,4,60
4457,4457,10,20
4458,4458,7,60
4459,4459,8,60
4460,4460,1,80
4461,4461,8,80
4462,4462,9,60
4463,4463,9,20
4464,4464,8,60
4465,4465,5,20
4466,4466,9,40
4467,4467,6,80
4468,4468,4,30
4469,4469,6,20
4470,4470,4,60
4471,4471,10,60
4472,4472,8,30
4473,4473,9,70
4474,4474,6,90
4475,4475,5,90
4476,4476,10,70
4477,4477,2,60
4478,4478,4,60
4479,4479,1,80
4480,4480,1,30
4481,4481,6,60
4482,4482,9,70
4483,4483,6,50
4484,4484,7,30
4485,4485,5,90
4486,4486,3,80
4487,4487,1,30
4488,4488,8,30
4489,4489,2,80
4490,4490,4,50
4491,4491,5,50
4492,4492,9,80
4493,4493,9,50
4494,4494,9,60
4495,4495,9,60
4496,4496,8,30
4497,4497,6,60
4498,4498,10,20
4499,4499,9,70
4500,4500,6,70
4501,4501,9,80
4502,4502,10,70
4503,4503,9,80
4504,4504,6,50
4505,4505,6,90
4506,4506,6,60
4507,4507,8,70
4508,4508,6,20
4509,4509,5,70
4510,4510,3,30
4511,4511,6,40
4512,4512,7,80
4513,4513,9,20
4514,4514,9,90
4515,4515,9,20
4516,4516,5,50
4517,4517,1,50
4518,4518,6,30
4519,4519,3,70
4520,4520,9,40
4521,4521,6,80
4522,4522,2,20
4523,4523,9,30
4524,4524,10,90
4525,4525,5,50
4526,4526,8,80
4527,4527,2,20
4528,4528,4,80
4529,4529,8,70
4530,4530,6,80
4531,4531,8,40
4532,4532,10,40
4533,4533,7,20
4534,4534,2,80
4535,4535,4,20
4536,4536,4,40
4537,4537,8,60
4538,4538,3,60
4539,4539,5,20
4540,4540,10,70
4541,4541,2,30
4542,4542,7,40
4543,4543,4,30
4544,4544,1,40
4545,4545,9,40
4546,4546,8,20
4547,4547,2,80
4548,4548,4,80
4549,4549,4,70
4550,4550,2,30
4551,4551,8,60
4552,4552,1,70
4553,4553,3,80
4554,4554,9,40
4555,4555,5,90
4556,4556,2,20
4557,4557,2,80
4558,4558,10,90
4559,4559,9,40
4560,4560,7,60
4561,4561,4,20
4562,4562,3,80
4563,4563,10,40
4564,4564,10,70
4565,4565,7,70
4566,4566,1,70
4567,4567,9,60
4568,4568,8,90
4569,4569,6,80
4570,4570,6,50
4571,4571,7,60
4572,4572,3,90
4573,4573,4,80
4574,4574,7,90
4575,4575,4,50
4576,4576,7,70
4577,4577,4,20
4578,4578,1,60
4579,4579,4,90
4580,4580,8,30
4581,4581,10,30
4582,4582,6,90
4583,4583,8,30
4584,4584,7,70
4585,4585,2,70
4586,4586,1,40
4587,4587,9,70
4588,4588,2,20
4589,4589,1,90
4590,4590,3,20
4591,4591,4,30
4592,4592,10,90
4593,4593,8,30
4594,4594,9,30
4595,4595,10,20
4596,4596,2,80
4597,4597,7,80
4598,4598,2,50
4599,4599,7,40
4600,4600,1,30
4601,4601,8,90
4602,4602,8,40
4603,4603,8,40
4604,4604,4,70
4605,4605,10,50
4606,4606,9,40
4607,4607,9,20
4608,4608,2,90
4609,4609,6,70
4610,4610,2,80
4611,4611,5,20
4612,4612,6,40
4613,4613,6,40
4614,4614,8,60
4615,4615,2,50
4616,4616,1,50
4617,4617,3,70
4618,4618,2,50
4619,4619,5,50
4620,4620,10,60
4621,4621,8,50
4622,4622,3,90
4623,4623,2,60
4624,4624,3,20
4625,4625,6,20
4626,4626,9,50
4627,4627,6,20
4628,4628,4,80
4629,4629,1,90
4630,4630,10,50
4631,4631,10,70
4632,4632,10,40
4633,4633,2,50
4634,4634,2,60
4635,4635,5,60
4636,4636,1,50
4637,4637,7,60
4638,4638,3,50
4639,4639,8,60
4640,4640,7,70
4641,4641,10,90
4642,4642,5,50
4643,4643,8,60
4644,4644,5,60
4645,4645,6,80
4646,4646,6,70
4647,4647,1,60
4648,4648,3,30
4649,4649,4,90
4650,4650,8,80
4651,4651,8,70
4652,4652,1,50
4653,4653,3,70
4654,4654,9,70
4655,4655,2,50
4656,4656,1,50
4657,4657,4,40
4658,4658,4,80
4659,4659,10,60
4660,4660,2,20
4661,4661,6,90
4662,4662,4,80
4663,4663,7,70
4664,4664,9,60
4665,4665,1,20
4666,4666,9,60
4667,4667,5,70
4668,4668,2,20
4669,4669,4,80
4670,4670,10,70
4671,4671,9,80
4672,4672,3,20
4673,4673,3,20
4674,4674,9,30
4675,4675,5,80
4676,4676,3,60
4677,4677,1,30
4678,4678,9,80
4679,4679,3,90
4680,4680,5,70
4681,4681,10,90
4682,4682,5,30
4683,4683,2,50
4684,4684,1,50
4685,4685,1,30
4686,4686,2,50
4687,4687,7,60
4688,4688,1,30
4689,4689,5,30
4690,4690,4,90
4691,4691,8,20
4692,4692,10,80
4693,4693,8,90
4694,4694,6,70
4695,4695,2,70
4696,4696,7,90
4697,4697,10,70
4698,4698,7,80
4699,4699,7,60
4700,4700,8,80
4701,4701,3,30
4702,4702,3,40
4703,4703,3,40
4704,4704,10,70
4705,4705,7,50
4706,4706,7,50
4707,4707,9,60
4708,4708,3,20
4709,4709,2,60
4710,4710,7,80
4711,4711,4,30
4712,4712,7,40
4713,4713,3,70
4714,4714,5,40
4715,4715,3,80
4716,4716,10,80
4717,4717,4,20
4718,4718,9,60
4719,4719,4,50
4720,4720,3,70
4721,4721,10,40
4722,4722,7,30
4723,4723,9,30
4724,4724,5,20
4725,4725,4,50
4726,4726,7,20
4727,4727,4,80
4728,4728,8,80
4729,4729,5,20
4730,4730,10,60
4731,4731,9,30
4732,4732,6,20
4733,4733,8,90
4734,4734,4,80
4735,4735,8,40
4736,4736,10,90
4737,4737,5,90
4738,4738,9,70
4739,4739,5,50
4740,4740,10,90
4741,4741,10,80
4742,4742,3,80
4743,4743,5,20
4744,4744,2,60
4745,4745,5,70
4746,4746,2,80
4747,4747,2,50
4748,4748,1,30
4749,4749,7,60
4750,4750,5,60
4751,4751,6,40
4752,4752,4,30
4753,4753,8,20
4754,4754,8,90
4755,4755,3,80
4756,4756,2,50
4757,4757,10,20
4758,4758,3,30
4759,4759,3,80
4760,4760,9,40
4761,4761,4,90
4762,4762,9,50
4763,4763,6,40
4764,4764,8,70
4765,4765,4,80
4766,4766,1,50
4767,4767,8,50
4768,4768,1,20
4769,4769,4,60
4770,4770,8,90
4771,4771,8,20
4772,4772,4,60
4773,4773,9,40
4774,4774,10,30
4775,4775,1,70
4776,4776,5,80
4777,4777,7,20
4778,4778,6,20
4779,4779,9,80
4780,4780,10,70
4781,4781,2,80
4782,4782,3,20
4783,4783,6,30
4784,4784,7,40
4785,4785,5,60
4786,4786,1,70
4787,4787,5,40
4788,4788,9,60
4789,4789,3,20
4790,4790,7,70
4791,4791,3,60
4792,4792,8,70
4793,4793,6,70
4794,4794,6,50
4795,4795,5,20
4796,4796,3,90
4797,4797,5,20
4798,4798,7,80
4799,4799,9,40
4800,4800,1,30
4801,4801,9,40
4802,4802,5,60
4803,4803,7,50
4804,4804,10,90
4805,4805,1,80
4806,4806,6,80
4807,4807,10,50
4808,4808,5,30
4809,4809,10,40
4810,4810,8,30
4811,4811,2,20
4812,4812,7,40
4813,4813,1,60
4814,4814,6,50
4815,4815,3,60
4816,4816,3,20
4817,4817,3,70
4818,4818,3,20
4819,4819,9,90
4820,4820,8,90
4821,4821,3,30
4822,4822,7,90
4823,4823,1,80
4824,4824,6,60
4825,4825,2,90
4826,4826,1,80
4827,4827,5,80
4828,4828,7,40
4829,4829,1,90
4830,4830,2,30
4831,4831,6,80
4832,4832,7,20
4833,4833,9,60
4834,4834,1,90
4835,4835,8,30
4836,4836,2,30
4837,4837,6,50
4838,4838,5,80
4839,4839,4,40
4840,4840,2,50
4841,4841,9,50
4842,4842,4,60
4843,4843,5,60
4844,4844,4,40
4845,4845,10,50
4846,4846,6,30
4847,4847,2,50
4848,4848,3,20
4849,4849,6,30
4850,4850,9,60
4851,4851,7,70
4852,4852,9,90
4853,4853,8,90
4854,4854,9,70
4855,4855,4,60
4856,4856,6,20
4857,4857,9,70
4858,4858,2,40
4859,4859,4,80
4860,4860,5,20
4861,4861,2,30
4862,4862,8,50
4863,4863,4,90
4864,4864,6,50
4865,4865,2,30
4866,4866,6,60
4867,4867,9,40
4868,4868,5,30
4869,4869,1,30
4870,4870,6,50
4871,4871,6,20
4872,4872,1,40
4873,4873,3,60
4874,4874,4,20
4875,4875,10,80
4876,4876,1,60
4877,4877,2,70
4878,4878,7,70
4879,4879,5,20
4880,4880,7,20
4881,4881,7,60
4882,4882,2,20
4883,4883,8,20
4884,4884,10,40
4885,4885,3,60
4886,4886,8,90
4887,4887,5,50
4888,4888,9,20
4889,4889,8,90
4890,4890,4,70
4891,4891,9,20
4892,4892,6,60
4893,4893,8,50
4894,4894,1,90
4895,4895,10,90
4896,4896,2,30
4897,4897,6,40
4898,4898,6,50
4899,4899,1,70
4900,4900,2,90
4901,4901,9,20
4902,4902,5,20
4903,4903,4,70
4904,4904,3,90
4905,4905,9,70
4906,4906,5,20
4907,4907,9,20
4908,4908,4,80
4909,4909,2,80
4910,4910,3,40
4911,4911,6,40
4912,4912,4,40
4913,4913,10,40
4914,4914,9,40
4915,4915,9,50
4916,4916,9,30
4917,4917,3,70
4918,4918,10,60
4919,4919,8,50
4920,4920,7,90
4921,4921,2,50
4922,4922,3,90
4923,4923,1,30
4924,4924,10,90
4925,4925,8,50
4926,4926,5,60
4927,4927,6,50
4928,4928,8,80
4929,4929,3,60
4930,4930,1,40
4931,4931,5,50
4932,4932,10,40
4933,4933,2,20
4934,4934,10,20
4935,4935,1,20
4936,4936,2,60
4937,4937,5,80
4938,4938,6,30
4939,4939,3,40
4940,4940,7,80
4941,4941,4,80
4942,4942,7,80
4943,4943,9,50
4944,4944,3,60
4945,4945,7,70
4946,4946,4,50
4947,4947,5,90
4948,4948,7,80
4949,4949,1,70
4950,4950,10,40
4951,4951,4,20
4952,4952,10,40
4953,4953,3,50
4954,4954,6,30
4955,4955,4,60
4956,4956,7,30
4957,4957,1,40
4958,4958,5,80
4959,4959,3,50
4960,4960,6,50
4961,4961,9,60
4962,4962,3,20
4963,4963,8,20
4964,4964,3,70
4965,4965,4,40
4966,4966,5,20
4967,4967,10,80
4968,4968,4,30
4969,4969,1,90
4970,4970,4,50
4971,4971,8,20
4972,4972,1,40
4973,4973,6,50
4974,4974,9,80
4975,4975,4,20
4976,4976,10,60
4977,4977,2,90
4978,4978,5,20
4979,4979,8,80
4980,4980,1,50
4981,4981,3,40
4982,4982,9,30
4983,4983,7,40
4984,4984,10,30
4985,4985,1,60
4986,4986,8,30
4987,4987,8,50
4988,4988,5,80
4989,4989,3,30
4990,4990,5,30
4991,4991,10,20
4992,4992,4,80
4993,4993,7,60
4994,4994,1,90
4995,4995,9,90
4996,4996,4,70
4997,4997,2,40
4998,4998,4,60
4999,4999,9,60
5000,5000,6,50
5001,5001,7,40
5002,5002,8,60
5003,5003,3,30
5004,5004,10,90
5005,5005,7,40
5006,5006,1,50
5007,5007,3,60
5008,5008,8,30
5009,5009,10,40
5010,5010,5,60
5011,5011,4,30
5012,5012,5,90
5013,5013,7,70
5014,5014,7,50
5015,5015,7,20
5016,5016,7,90
5017,5017,9,60
5018,5018,2,40
5019,5019,5,50
5020,5020,9,20
5021,5021,8,50
5022,5022,8,70
5023,5023,4,20
5024,5024,2,40
5025,5025,6,80
5026,5026,8,60
5027,5027,10,40
5028,5028,3,80
5029,5029,7,30
5030,5030,8,70
5031,5031,10,90
5032,5032,5,20
5033,5033,10,40
5034,5034,7,20
5035,5035,3,70
5036,5036,3,70
5037,5037,1,30
5038,5038,7,60
5039,5039,6,50
5040,5040,10,50
5041,5041,1,30
5042,5042,3,20
5043,5043,1,60
5044,5044,1,20
5045,5045,6,30
5046,5046,8,40
5047,5047,5,90
5048,5048,4,80
5049,5049,3,70
5050,5050,1,90
5051,5051,10,80
5052,5052,8,20
5053,5053,4,40
5054,5054,10,70
5055,5055,1,30
5056,5056,4,60
5057,5057,9,90
5058,5058,4,20
5059,5059,9,20
5060,5060,1,50
5061,5061,9,70
5062,5062,4,90
5063,5063,2,70
5064,5064,8,20
5065,5065,6,70
5066,5066,3,80
5067,5067,9,70
5068,5068,2,80
5069,5069,3,30
5070,5070,9,50
5071,5071,7,90
5072,5072,8,90
5073,5073,3,40
5074,5074,4,90
5075,5075,5,80
5076,5076,10,70
5077,5077,8,40
5078,5078,4,60
5079,5079,6,40
5080,5080,7,20
5081,5081,2,60
5082,5082,1,70
5083,5083,4,30
5084,5084,10,30
5085,5085,2,70
5086,5086,7,40
5087,5087,6,60
5088,5088,1,70
5089,5089,9,40
5090,5090,10,40
5091,5091,7,30
5092,5092,2,90
5093,5093,7,80
5094,5094,9,80
5095,5095,9,70
5096,5096,8,50
5097,5097,4,30
5098,5098,1,30
5099,5099,9,90
5100,5100,2,90
5101,5101,1,60
5102,5102,3,40
5103,5103,5,30
5104,5104,5,60
5105,5105,3,40
5106,5106,9,50
5107,5107,7,50
5108,5108,6,80
5109,5109,3,30
5110,5110,8,80
5111,5111,2,90
5112,5112,2,80
5113,5113,2,30
5114,5114,8,40
5115,5115,3,90
5116,5116,8,40
5117,5117,4,90
5118,5118,8,20
5119,5119,4,50
5120,5120,5,70
5121,5121,2,60
5122,5122,4,30
5123,5123,2,60
5124,5124,3,80
5125,5125,4,80
5126,5126,10,40
5127,5127,4,20
5128,5128,10,40
5129,5129,7,30
5130,5130,2,80
5131,5131,8,20
5132,5132,7,30
5133,5133,3,30
5134,5134,1,90
5135,5135,9,20
5136,5136,9,70
5137,5137,10,90
5138,5138,8,30
5139,5139,8,40
5140,5140,3,80
5141,5141,2,40
5142,5142,7,50
5143,5143,5,20
5144,5144,8,70
5145,5145,7,70
5146,5146,5,30
5147,5147,8,70
5148,5148,5,30
5149,5149,7,80
5150,5150,10,80
5151,5151,3,50
5152,5152,7,40
5153,5153,4,70
5154,5154,1,30
5155,5155,9,30
5156,5156,6,90
5157,5157,4,80
5158,5158,3,70
5159,5159,10,60
5160,5160,3,70
5161,5161,2,30
5162,5162,7,80
5163,5163,8,30
5164,5164,2,90
5165,5165,3,40
5166,5166,6,20
5167,5167,6,70
5168,5168,8,60
5169,5169,2,60
5170,5170,5,80
5171,5171,2,50
5172,5172,9,90
5173,5173,10,60
5174,5174,7,70
5175,5175,6,20
5176,5176,10,30
5177,5177,7,60
5178,5178,1,30
5179,5179,3,60
5180,5180,4,60
5181,5181,3,40
5182,5182,10,30
5183,5183,4,50
5184,5184,5,40
5185,5185,2,80
5186,5186,9,70
5187,5187,5,20
5188,5188,1,80
5189,5189,8,70
5190,5190,2,70
5191,5191,7,50
5192,5192,5,40
5193,5193,10,80
5194,5194,10,40
5195,5195,4,40
5196,5196,10,60
5197,5197,3,80
5198,5198,5,40
5199,5199,1,70
5200,5200,8,20
5201,5201,5,60
5202,5202,3,90
5203,5203,6,90
5204,5204,8,60
5205,5205,9,20
5206,5206,3,40
5207,5207,6,90
5208,5208,7,70
5209,5209,7,60
5210,5210,3,60
5211,5211,4,50
5212,5212,9,40
5213,5213,4,70
5214,5214,10,20
5215,5215,4,30
5216,5216,10,80
5217,5217,7,50
5218,5218,3,40
5219,5219,1,20
5220,5220,7,30
5221,5221,4,50
5222,5222,10,50
5223,5223,5,70
5224,5224,6,20
5225,5225,2,30
5226,5226,7,20
5227,5227,9,80
5228,5228,2,20
5229,5229,4,40
5230,5230,6,30
5231,5231,7,50
5232,5232,6,60
5233,5233,5,20
5234,5234,9,30
5235,5235,3,70
5236,5236,9,50
5237,5237,6,60
5238,5238,2,40
5239,5239,6,60
5240,5240,7,70
5241,5241,10,90
5242,5242,2,40
5243,5243,10,90
5244,5244,1,70
5245,5245,3,20
5246,5246,2,90
5247,5247,1,90
5248,5248,7,60
5249,5249,5,70
5250,5250,4,30
5251,5251,9,60
5252,5252,10,50
5253,5253,7,90
5254,5254,4,50
5255,5255,3,40
5256,5256,10,80
5257,5257,1,90
5258,5258,8,90
5259,5259,6,90
5260,5260,7,50
5261,5261,3,40
5262,5262,5,70
5263,5263,2,90
5264,5264,1,70
5265,5265,9,90
5266,5266,4,20
5267,5267,5,50
5268,5268,2,80
5269,5269,5,70
5270,5270,4,70
5271,5271,10,60
5272,5272,7,30
5273,5273,6,80
5274,5274,9,60
5275,5275,5,80
5276,5276,2,70
5277,5277,3,40
5278,5278,9,50
5279,5279,5,50
5280,5280,3,40
5281,5281,2,70
5282,5282,4,60
5283,5283,4,50
5284,5284,1,20
5285,5285,1,20
5286,5286,4,80
5287,5287,3,20
5288,5288,2,40
5289,5289,4,60
5290,5290,6,40
5291,5291,10,60
5292,5292,3,70
5293,5293,1,40
5294,5294,10,90
5295,5295,10,30
5296,5296,7,80
5297,5297,4,90
5298,5298,8,20
5299,5299,1,20
5300,5300,5,20
5301,5301,8,70
5302,5302,2,50
5303,5303,8,90
5304,5304,4,30
5305,5305,8,90
5306,5306,10,80
5307,5307,3,30
5308,5308,8,40
5309,5309,1,20
5310,5310,2,80
5311,5311,9,40
5312,5312,7,60
5313,5313,5,20
5314,5314,1,70
5315,5315,6,50
5316,5316,8,40
5317,5317,7,50
5318,5318,3,60
5319,5319,5,50
5320,5320,2,60
5321,5321,5,80
5322,5322,10,80
5323,5323,4,80
5324,5324,6,30
5325,5325,5,70
5326,5326,7,50
5327,5327,3,90
5328,5328,3,20
5329,5329,5,40
5330,5330,9,60
5331,5331,3,70
5332,5332,1,80
5333,5333,8,20
5334,5334,2,70
5335,5335,3,30
5336,5336,6,70
5337,5337,9,40
5338,5338,1,20
5339,5339,5,30
5340,5340,7,20
5341,5341,3,60
5342,5342,4,40
5343,5343,4,50
5344,5344,10,60
5345,5345,7,60
5346,5346,7,30
5347,5347,5,90
5348,5348,10,80
5349,5349,6,40
5350,5350,10,80
5351,5351,4,40
5352,5352,8,50
5353,5353,7,40
5354,5354,2,80
5355,5355,2,70
5356,5356,10,60
5357,5357,10,80
5358,5358,3,70
5359,5359,1,90
5360,5360,7,90
5361,5361,1,90
5362,5362,6,90
5363,5363,6,60
5364,5364,7,60
5365,5365,2,50
5366,5366,8,80
5367,5367,10,60
5368,5368,7,70
5369,5369,7,80
5370,5370,7,60
5371,5371,4,80
5372,5372,9,60
5373,5373,1,90
5374,5374,7,20
5375,5375,8,50
5376,5376,1,70
5377,5377,3,40
5378,5378,10,50
5379,5379,1,20
5380,5380,7,60
5381,5381,10,80
5382,5382,3,80
5383,5383,7,70
5384,5384,9,70
5385,5385,10,70
5386,5386,9,70
5387,5387,5,30
5388,5388,10,90
5389,5389,8,60
5390,5390,5,30
5391,5391,2,70
5392,5392,6,90
5393,5393,2,60
5394,5394,7,60
5395,5395,4,50
5396,5396,6,60
5397,5397,2,50
5398,5398,3,50
5399,5399,2,40
5400,5400,8,80
5401,5401,2,70
5402,5402,7,90
5403,5403,1,50
5404,5404,8,90
5405,5405,8,20
5406,5406,8,80
5407,5407,5,90
5408,5408,10,50
5409,5409,1,40
5410,5410,8,90
5411,5411,10,40
5412,5412,7,90
5413,5413,1,50
5414,5414,2,80
5415,5415,3,60
5416,5416,4,30
5417,5417,8,20
5418,5418,1,60
5419,5419,1,80
5420,5420,1,50
5421,5421,8,70
5422,5422,3,90
5423,5423,4,70
5424,5424,9,90
5425,5425,2,50
5426,5426,5,90
5427,5427,8,30
5428,5428,4,90
5429,5429,9,40
5430,5430,3,40
5431,5431,9,80
5432,5432,9,30
5433,5433,10,30
5434,5434,7,70
5435,5435,5,80
5436,5436,5,70
5437,5437,2,70
5438,5438,10,70
5439,5439,4,60
5440,5440,9,90
5441,5441,1,70
5442,5442,1,40
5443,5443,3,50
5444,5444,4,20
5445,5445,6,90
5446,5446,10,70
5447,5447,2,90
5448,5448,10,60
5449,5449,10,30
5450,5450,7,60
5451,5451,4,30
5452,5452,7,40
5453,5453,7,30
5454,5454,5,20
5455,5455,4,60
5456,5456,4,50
5457,5457,2,50
5458,5458,10,60
5459,5459,4,40
5460,5460,6,50
5461,5461,7,40
5462,5462,6,80
5463,5463,6,80
5464,5464,3,50
5465,5465,7,40
5466,5466,3,80
5467,5467,4,30
5468,5468,5,90
5469,5469,9,60
5470,5470,1,60
5471,5471,8,50
5472,5472,5,80
5473,5473,7,30
5474,5474,3,40
5475,5475,10,90
5476,5476,1,60
5477,5477,3,40
5478,5478,8,30
5479,5479,2,60
5480,5480,9,80
5481,5481,2,50
5482,5482,4,30
5483,5483,5,90
5484,5484,2,70
5485,5485,5,80
5486,5486,8,50
5487,5487,6,70
5488,5488,1,30
5489,5489,5,40
5490,5490,3,80
5491,5491,5,20
5492,5492,5,80
5493,5493,10,80
5494,5494,3,80
5495,5495,10,50
5496,5496,2,70
5497,5497,3,40
5498,5498,4,80
5499,5499,7,60
5500,5500,7,50
5501,5501,1,60
5502,5502,2,60
5503,5503,7,20
5504,5504,9,80
5505,5505,5,70
5506,5506,1,70
5507,5507,6,70
5508,5508,7,90
5509,5509,6,70
5510,5510,10,20
5511,5511,4,80
5512,5512,1,30
5513,5513,6,90
5514,5514,4,80
5515,5515,9,20
5516,5516,8,20
5517,5517,7,20
5518,5518,10,50
5519,5519,8,90
5520,5520,2,50
5521,5521,3,20
5522,5522,4,60
5523,5523,6,30
5524,5524,7,20
5525,5525,7,40
5526,5526,5,90
5527,5527,10,20
5528,5528,7,30
5529,5529,7,30
5530,5530,9,80
5531,5531,7,50
5532,5532,5,30
5533,5533,2,30
5534,5534,8,90
5535,5535,6,60
5536,5536,9,60
5537,5537,5,60
5538,5538,4,50
5539,5539,9,20
5540,5540,9,20
5541,5541,1,20
5542,5542,9,40
5543,5543,5,70
5544,5544,4,30
5545,5545,5,50
5546,5546,7,80
5547,5547,3,80
5548,5548,3,70
5549,5549,6,30
5550,5550,5,30
5551,5551,9,50
5552,5552,2,50
5553,5553,4,70
5554,5554,2,20
5555,5555,3,40
5556,5556,6,80
5557,5557,3,30
5558,5558,10,60
5559,5559,9,20
5560,5560,5,80
5561,5561,9,40
5562,5562,2,50
5563,5563,3,20
5564,5564,10,80
5565,5565,4,50
5566,5566,10,60
5567,5567,6,40
5568,5568,3,30
5569,5569,4,20
5570,5570,2,50
5571,5571,6,80
5572,5572,1,60
5573,5573,1,60
5574,5574,5,60
5575,5575,4,60
5576,5576,7,20
5577,5577,4,30
5578,5578,5,20
5579,5579,6,20
5580,5580,5,40
5581,5581,6,60
5582,5582,2,70
5583,5583,1,20
5584,5584,8,70
5585,5585,7,60
5586,5586,8,70
5587,5587,5,40
5588,5588,10,20
5589,5589,4,60
5590,5590,7,90
5591,5591,6,40
5592,5592,7,20
5593,5593,3,40
5594,5594,7,30
5595,5595,4,40
5596,5596,3,40
5597,5597,8,90
5598,5598,9,20
5599,5599,7,50
5600,5600,4,90
5601,5601,8,80
5602,5602,9,60
5603,5603,4,60
5604,5604,9,20
5605,5605,4,40
5606,5606,8,90
5607,5607,4,30
5608,5608,7,80
5609,5609,4,30
5610,5610,4,30
5611,5611,6,40
5612,5612,8,40
5613,5613,3,20
5614,5614,1,60
5615,5615,6,50
5616,5616,6,20
5617,5617,1,70
5618,5618,5,80
5619,5619,9,50
5620,5620,4,70
5621,5621,1,80
5622,5622,3,80
5623,5623,10,40
5624,5624,10,90
5625,5625,2,30
5626,5626,10,50
5627,5627,6,60
5628,5628,1,50
5629,5629,6,50
5630,5630,4,60
5631,5631,9,50
5632,5632,1,80
5633,5633,6,80
5634,5634,6,20
5635,5635,6,50
5636,5636,1,20
5637,5637,9,60
5638,5638,5,20
5639,5639,8,40
5640,5640,5,40
5641,5641,3,50
5642,5642,8,70
5643,5643,2,60
5644,5644,3,70
5645,5645,3,90
5646,5646,6,90
5647,5647,5,80
5648,5648,3,70
5649,5649,4,60
5650,5650,4,20
5651,5651,4,80
5652,5652,4,80
5653,5653,9,60
5654,5654,10,50
5655,5655,8,40
5656,5656,9,40
5657,5657,10,30
5658,5658,8,90
5659,5659,10,20
5660,5660,6,70
5661,5661,8,90
5662,5662,8,20
5663,5663,6,50
5664,5664,1,60
5665,5665,9,90
5666,5666,7,60
5667,5667,1,80
5668,5668,8,70
5669,5669,3,20
5670,5670,2,70
5671,5671,8,80
5672,5672,1,60
5673,5673,2,70
5674,5674,8,30
5675,5675,8,30
5676,5676,2,90
5677,5677,1,30
5678,5678,7,90
5679,5679,6,60
5680,5680,3,30
5681,5681,4,80
5682,5682,5,50
5683,5683,5,80
5684,5684,7,90
5685,5685,5,60
5686,5686,5,70
5687,5687,1,60
5688,5688,10,60
5689,5689,9,20
5690,5690,1,50
5691,5691,3,50
5692,5692,8,40
5693,5693,4,80
5694,5694,1,90
5695,5695,2,70
5696,5696,4,30
5697,5697,7,30
5698,5698,7,30
5699,5699,8,50
5700,5700,3,40
5701,5701,5,90
5702,5702,3,40
5703,5703,3,40
5704,5704,6,70
5705,5705,3,80
5706,5706,4,70
5707,5707,4,50
5708,5708,1,90
5709,5709,7,20
5710,5710,9,50
5711,5711,8,40
5712,5712,9,80
5713,5713,3,30
5714,5714,8,90
5715,5715,7,40
5716,5716,4,40
5717,5717,10,90
5718,5718,1,50
5719,5719,10,40
5720,5720,6,50
5721,5721,7,90
5722,5722,2,70
5723,5723,10,20
5724,5724,10,70
5725,5725,3,80
5726,5726,6,90
5727,5727,3,60
5728,5728,5,70
5729,5729,4,80
5730,5730,8,80
5731,5731,5,80
5732,5732,9,90
5733,5733,8,70
5734,5734,3,50
5735,5735,2,60
5736,5736,9,80
5737,5737,4,80
5738,5738,10,90
5739,5739,2,50
5740,5740,5,90
5741,5741,10,20
5742,5742,4,70
5743,5743,8,50
5744,5744,7,20
5745,5745,1,40
5746,5746,4,90
5747,5747,7,30
5748,5748,9,50
5749,5749,7,40
5750,5750,10,40
5751,5751,4,60
5752,5752,8,40
5753,5753,7,20
5754,5754,5,40
5755,5755,3,70
5756,5756,4,50
5757,5757,10,80
5758,5758,8,50
5759,5759,8,30
5760,5760,2,20
5761,5761,9,50
5762,5762,5,70
5763,5763,1,30
5764,5764,10,40
5765,5765,8,70
5766,5766,6,50
5767,5767,5,60
5768,5768,5,80
5769,5769,5,40
5770,5770,10,40
5771,5771,3,20
5772,5772,6,70
5773,5773,9,90
5774,5774,6,60
5775,5775,1,70
5776,5776,7,80
5777,5777,1,30
5778,5778,6,50
5779,5779,3,20
5780,5780,9,80
5781,5781,6,50
5782,5782,2,70
5783,5783,4,50
5784,5784,5,20
5785,5785,10,80
5786,5786,9,90
5787,5787,7,60
5788,5788,2,50
5789,5789,8,60
5790,5790,10,50
